"X","id","brand","category","rating","number_of_reviews","love","price","value_price","MarketingFlags","online_only","exclusive","limited_edition","limited_time_offer","has_options","has_instructions","known_ingredients","has_size","unit","pure_num","Phenoxyethanol","Glycerin","Caprylyl.Glycol","Dimethicone","Silica","Butylene.Glycol","Limonene","Tocopherol","Water","Ethylhexylglycerin","Linalool","Fragrance","Citric.Acid","Tocopheryl.Acetate","Mica","Caprylic.Capric.Triglyceride","Peg","Potassium.Sorbate","Retinyl.Palmitate","Sodium.Hyaluronate","Citronellol","Geraniol","Xanthan.Gum","PEG","log_price"
1720,47860,"CLINIQUE","Skincare",4.5,769,12300,22,22,"False",0,0,0,0,0,1,1,0,"",NA,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,3.09104245335832
1721,1711639,"CLINIQUE","Makeup",4.5,913,27100,22,22,"False",0,0,0,0,0,1,1,0,"",NA,1,0,0,0,0,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3.09104245335832
1722,1509512,"CLINIQUE","Skincare",4,758,30400,39.5,39.5,"False",0,0,0,0,0,1,1,1,"in oz, calc in mL",41.4029,1,1,0,0,1,1,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,3.67630067190708
1723,52852,"CLINIQUE","Misc",4,911,19200,28.5,28.5,"False",0,0,0,0,0,1,1,1,"in mL",30,1,0,0,1,1,1,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,3.3499040872746
1724,1027473,"CLINIQUE","Skincare",4.5,936,29600,17,17,"False",0,0,0,0,0,1,1,1,"in mL",200,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.83321334405622
1725,1487180,"CLINIQUE","Misc",4,331,10100,19.5,19.5,"False",0,0,0,0,0,1,1,1,"in mL",8,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2.9704144655697
1726,2083780,"CLINIQUE","Misc",4,504,12500,24,24,"True",0,0,0,1,0,1,1,1,"in mL",125,1,1,1,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,3.17805383034795
1727,1815380,"CLINIQUE","Makeup",4,1,0,26,26,"True",1,0,0,0,0,1,1,0,"",NA,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.25809653802148
1728,1689140,"CLINIQUE","Skincare",4.5,328,16300,42,42,"False",0,0,0,0,0,1,1,0,"",NA,1,1,1,1,0,1,0,0,1,1,0,0,0,1,0,0,1,1,0,1,0,0,1,0,3.73766961828337
1729,1677160,"CLINIQUE","Skincare",4,663,39100,39.5,39.5,"True",0,1,0,0,0,1,1,1,"in mL",30,1,1,0,1,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,3.67630067190708
1730,1599422,"CLINIQUE","Sets",4.5,244,33000,28,33,"True",0,1,0,0,0,1,1,0,"",NA,1,1,1,1,1,1,0,0,1,0,0,0,1,1,0,0,1,1,0,1,0,0,0,0,3.3322045101752
1731,1307859,"CLINIQUE","Face",4.5,2000,77700,18.5,18.5,"False",0,0,0,0,0,1,1,1,"in grams",3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2.91777073208428
1732,1859735,"CLINIQUE","Makeup",4.5,952,128400,25,25,"False",0,0,0,0,0,1,1,1,"in grams",3.5,0,1,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3.2188758248682
1733,2083756,"CLINIQUE","Skincare",4,612,25400,28,28,"False",0,0,0,0,0,1,1,0,"",NA,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,3.3322045101752
1734,70680,"CLINIQUE","Face",4.5,3000,60700,19.5,19.5,"False",0,0,0,0,0,1,1,1,"in grams",2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2.9704144655697
1735,1829563,"CLINIQUE","Skincare",4.5,363,14600,19.5,19.5,"False",0,0,0,0,0,1,1,1,"in mL",124,1,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2.9704144655697
1736,2163384,"CLINIQUE","Skincare",3.5,22,1200,39,39,"False",0,0,0,0,0,1,1,1,"in mL",125,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,1,0,3.66356164612965
1737,2269447,"CLINIQUE","Sets",4.5,2,1500,29,29,"True",1,1,1,0,0,0,1,0,"",NA,1,1,1,1,1,1,0,0,1,1,0,0,0,1,0,0,1,1,0,1,0,0,1,0,3.36729582998647
1738,2312460,"CLINIQUE","Sets",5,1,1600,39.5,39.5,"True",0,0,1,0,0,0,1,0,"",NA,1,1,1,1,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,3.67630067190708
1739,1718303,"CLINIQUE","Skincare",4,31,2600,58,58,"True",1,0,0,0,0,1,1,1,"in mL",50,0,1,1,1,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,4.06044301054642
1740,472597,"CLINIQUE","Makeup",4,701,14100,21,21,"False",0,0,0,0,0,1,1,1,"in mL",9,1,0,0,1,1,1,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,3.04452243772342
1741,2313740,"CLINIQUE","Skincare",5,1,393,45,45,"True",1,0,0,0,0,1,1,1,"in mL",50,1,1,1,1,0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,1,0,0,1,0,3.80666248977032
1742,50492,"CLINIQUE","Scents",4.5,630,15500,53,53,"False",0,0,0,0,1,0,1,1,"in mL",50,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,3.97029191355212
1743,1484625,"CLINIQUE","Skincare",4,140,8500,46,46,"False",0,0,0,0,0,1,1,1,"in mL",15,1,1,1,1,0,1,0,0,1,0,0,0,1,1,0,1,1,0,0,1,0,0,0,0,3.8286413964891
1744,47936,"CLINIQUE","Misc",4.5,776,13600,23,23,"False",0,0,0,0,0,1,1,0,"",NA,1,0,1,0,1,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,3.13549421592915
1745,2347912,"CLINIQUE","Sets",3.5,8,2300,30,39.5,"True",1,1,1,0,0,1,1,0,"",NA,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,3.40119738166216
1746,741967,"CLINIQUE","Misc",4.5,748,19200,18,18,"False",0,0,0,0,0,1,1,0,"",NA,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.89037175789616
1747,1948207,"CLINIQUE","Makeup",4,213,12000,21,21,"False",0,0,0,0,0,1,1,1,"in grams",8,1,0,1,1,1,1,0,0,1,0,0,0,0,1,1,0,1,1,0,1,0,0,1,0,3.04452243772342
1748,1774819,"CLINIQUE","Skincare",3.5,951,47200,27.5,27.5,"False",0,0,0,0,0,1,1,1,"in mL",15,1,1,1,1,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,3.31418600467253
1749,2256758,"CLINIQUE","Misc",4.5,20,4000,32,32,"True",1,0,0,0,0,1,1,1,"in mL",30,0,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,1,0,3.46573590279973
1750,789735,"CLINIQUE","Misc",4.5,3000,14700,15,15,"False",0,0,0,0,0,1,1,0,"",NA,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,2.70805020110221
1751,2083798,"CLINIQUE","Skincare",3,136,24200,29,29,"False",0,0,0,0,0,1,1,1,"in mL",20,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3.36729582998647
1752,1718295,"CLINIQUE","Skincare",4.5,24,5700,58,58,"True",1,0,0,0,0,1,1,1,"in mL",50,1,1,1,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,4.06044301054642
1753,1682343,"CLINIQUE","Misc",4,1000,11600,5,5,"True",1,0,1,0,0,1,1,0,"",NA,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1.6094379124341
1754,1596220,"CLINIQUE","Misc",5,6,3100,40,40,"False",0,0,0,0,0,1,1,1,"in mL",100,0,1,1,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,3.68887945411394
1755,2308922,"CLINIQUE","Sets",5,6,4400,18,33,"True",0,0,1,0,0,0,1,0,"",NA,1,1,0,0,1,1,0,1,0,1,0,0,0,1,1,0,1,0,0,1,0,0,0,0,2.89037175789616
1756,1630714,"CLINIQUE","Makeup",4.5,150,15700,25,25,"False",0,0,0,0,0,1,1,1,"in grams",6,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,3.2188758248682
1757,1674738,"CLINIQUE","Makeup",4,206,21500,25,25,"False",0,0,0,0,0,1,1,1,"in grams",6,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,3.2188758248682
1758,1583426,"CLINIQUE","Face",4.5,477,22500,28,28,"False",0,0,0,0,0,1,1,0,"",NA,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,3.3322045101752
1759,2240299,"CLINIQUE","Face",4.5,36,8300,17.5,17.5,"False",0,0,0,0,0,1,1,1,"in mL",10,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,2.86220088092947
1760,1802354,"CLINIQUE","Makeup",3.5,285,13800,15.5,15.5,"False",0,0,0,0,0,1,1,0,"",NA,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2.7408400239252
1761,1829498,"CLINIQUE","Face",4.5,90,7800,28.5,28.5,"False",0,0,0,0,0,1,1,1,"in oz, calc in mL",100.5499,1,0,1,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,3.3499040872746
1762,2163392,"CLINIQUE","Skincare",3.5,7,483,39,39,"False",0,0,0,0,0,1,1,1,"in mL",125,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,1,0,3.66356164612965
1763,2163418,"CLINIQUE","Skincare",3,4,402,39,39,"False",0,0,0,0,0,1,1,1,"in mL",125,1,1,1,1,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,3.66356164612965
1764,742130,"CLINIQUE","Makeup",4.5,564,9000,18.5,18.5,"False",0,0,0,0,0,1,1,1,"in grams",0.056,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2.91777073208428
1765,502443,"CLINIQUE","Skincare",4,270,10200,46,46,"False",0,0,0,0,0,0,1,1,"in mL",15,1,1,1,1,0,1,0,0,1,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,3.8286413964891
1766,1898758,"CLINIQUE","Skincare",4,133,18500,20,20,"False",0,0,0,0,0,1,1,0,"",NA,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,2.99573227355399
1767,2171940,"CLINIQUE","Skincare",3.5,70,5000,34,34,"False",0,0,0,0,0,0,1,1,"in mL",15,1,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,3.52636052461616
1768,48041,"CLINIQUE","Makeup",4.5,522,6900,19.5,19.5,"False",0,0,0,0,0,1,1,1,"in mL",125,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2.9704144655697
1769,1066711,"CLINIQUE","Skincare",4,276,7300,24,24,"False",0,0,0,0,0,1,1,1,"in mL",150,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.17805383034795
1770,2130649,"CLINIQUE","Face",4.5,27,5100,19.5,19.5,"False",0,0,0,0,0,1,1,0,"",NA,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2.9704144655697
1771,2240349,"CLINIQUE","Misc",5,2,554,39.5,39.5,"True",1,0,0,0,0,1,1,1,"in mL",50,1,1,1,1,0,1,0,0,0,0,0,0,1,1,0,0,1,1,0,1,0,0,0,0,3.67630067190708
1772,1234897,"CLINIQUE","Skincare",4,874,18100,33,33,"False",0,0,0,0,0,1,1,1,"in mL",15,1,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,3.49650756146648
1773,55780,"CLINIQUE","Misc",4.5,718,11300,19.5,19.5,"False",0,0,0,0,0,1,1,1,"in mL",6,1,1,1,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2.9704144655697
1774,1271782,"CLINIQUE","Skincare",4,653,11400,51.5,51.5,"False",0,0,0,0,0,1,1,0,"",NA,0,1,1,1,1,1,0,0,1,1,0,0,1,1,0,0,1,0,0,1,0,0,1,0,3.94158180766969
1775,2240307,"CLINIQUE","Skincare",4,14,736,69,69,"False",0,0,0,0,0,1,1,1,"in mL",50,1,1,1,1,1,1,0,0,0,0,0,0,1,1,0,0,1,1,0,1,0,0,0,0,4.23410650459726
1776,47191,"CLINIQUE","Skincare",4.5,375,5400,15.5,15.5,"False",0,0,0,0,0,1,1,1,"in grams",147,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.7408400239252
1777,1718279,"CLINIQUE","Skincare",4.5,16,4100,53,53,"False",0,0,0,0,0,1,1,1,"in mL",50,1,1,1,1,0,1,0,0,1,0,0,0,1,1,0,0,1,1,0,1,0,0,1,0,3.97029191355212
1778,1953603,"CLINIQUE","Misc",4.5,124,17700,29.5,29.5,"True",1,0,0,0,0,1,1,1,"in mL",30,0,1,1,1,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,3.38439026334577
1779,1151711,"CLINIQUE","Face",4,204,10000,27,27,"False",0,0,0,0,0,1,1,1,"in mL",50,1,0,1,1,1,1,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,1,0,3.29583686600433
1780,2039477,"CLINIQUE","Misc",4.5,3000,4400,9.5,9.5,"True",0,1,1,0,0,1,1,0,"",NA,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2.2512917986065
1781,1440486,"CLINIQUE","Misc",3.5,474,6400,22,22,"False",0,0,0,0,0,1,1,0,"",NA,1,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,3.09104245335832
1782,1898790,"CLINIQUE","Skincare",4,217,17200,39.5,39.5,"False",0,0,0,0,0,1,1,0,"",NA,1,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,3.67630067190708
1783,2163442,"CLINIQUE","Skincare",4,14,474,39,39,"False",0,0,0,0,0,1,1,1,"in mL",125,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,3.66356164612965
1784,1293844,"CLINIQUE","Sets",4,230,8600,48,48,"True",0,0,1,0,0,0,1,0,"",NA,1,1,1,1,1,1,0,0,1,0,0,0,1,1,0,0,1,1,0,1,0,0,0,0,3.87120101090789
1785,1802321,"CLINIQUE","Skincare",4,109,7800,44.5,44.5,"False",0,0,0,0,0,1,1,1,"in mL",30,1,1,1,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,3.79548918917219
1786,1202464,"CLINIQUE","Skincare",4.5,31,3600,33,33,"False",0,0,0,0,0,1,1,1,"in mL",15,1,1,1,1,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,3.49650756146648
1787,1438779,"CLINIQUE","Skincare",4,6,658,31.5,31.5,"False",0,0,0,0,0,1,1,0,"",NA,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,3.44998754583159
1788,502641,"CLINIQUE","Misc",4,688,7900,19.5,19.5,"False",0,0,0,0,0,1,1,1,"in mL",8,1,0,1,0,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,2.9704144655697
1789,2312395,"CLINIQUE","Skincare",3,39,4400,14.5,14.5,"False",0,0,0,0,0,1,1,1,"in mL",50,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,2.67414864942653
1790,1192921,"CLINIQUE","Face",4.5,275,16600,25,25,"False",0,0,0,0,0,1,1,1,"in mL",100,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,3.2188758248682
1791,2163400,"CLINIQUE","Skincare",3,4,804,39,39,"False",0,0,0,0,0,1,1,1,"in mL",125,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,1,0,3.66356164612965
1792,2163400,"CLINIQUE","Skincare",3,4,804,39,39,"False",0,0,0,0,0,1,1,1,"in mL",125,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,1,0,3.66356164612965
1793,1734649,"CLINIQUE","Face",4.5,23,3400,22,22,"False",0,0,0,0,0,1,1,1,"in mL",200,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.09104245335832
1794,1719244,"CLINIQUE","Face",4.5,337,43600,40,40,"True",0,1,0,0,0,1,1,1,"in grams",12,1,0,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,3.68887945411394
1795,1295690,"CLINIQUE","Skincare",4.5,190,6000,17,17,"False",0,0,0,0,0,1,1,0,"",NA,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2.83321334405622
1796,2019495,"CLINIQUE","Misc",4.5,1000,4400,12,12,"False",0,0,0,0,0,1,1,0,"",NA,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,2.484906649788
1797,1538370,"CLINIQUE","Sets",4,71,6200,48,48,"True",1,0,0,0,0,0,1,0,"",NA,1,1,1,0,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,3.87120101090789
1798,1718287,"CLINIQUE","Skincare",5,3,2900,53,53,"False",0,0,0,0,0,1,1,1,"in mL",50,1,1,1,1,1,1,0,0,1,0,0,0,1,1,0,0,1,1,0,1,0,0,1,0,3.97029191355212
1799,50997,"CLINIQUE","Face",4.5,160,3700,21,21,"False",0,0,0,0,0,1,1,1,"in mL",100,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.04452243772342
1800,1580802,"CLINIQUE","Misc",4.5,45,2300,29.5,29.5,"False",0,0,0,0,0,1,1,1,"in mL",100,1,1,1,1,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,3.38439026334577
1801,762518,"CLINIQUE","Skincare",4.5,262,20300,26,26,"False",0,0,0,0,0,1,1,1,"in mL",125,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,3.25809653802148
1802,1027572,"CLINIQUE","Skincare",4.5,435,13300,16.5,16.5,"True",0,0,0,1,0,1,1,1,"in grams",147,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.80336038090653
1803,637025,"CLINIQUE","Body",4.5,228,7500,33,33,"False",0,0,0,0,0,1,1,0,"",NA,1,1,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,3.49650756146648
1804,2085223,"CLINIQUE","Misc",4.5,1000,32900,12,12,"False",0,0,0,0,0,1,1,0,"",NA,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2.484906649788
1805,2021194,"CLINIQUE","Misc",3.5,26,4200,29.5,29.5,"True",1,0,0,0,0,1,1,1,"in grams",14.5,0,1,0,1,1,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,3.38439026334577
1806,1798073,"CLINIQUE","Face",4.5,44,9100,29.5,29.5,"True",1,0,0,0,0,1,1,1,"in mL",30,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,3.38439026334577
1807,1410901,"CLINIQUE","Skincare",4,39,1900,66,66,"False",0,0,0,0,0,1,1,0,"",NA,1,1,1,1,0,1,0,0,1,0,0,0,1,1,1,1,1,0,0,1,0,0,1,0,4.18965474202643
1808,1580794,"CLINIQUE","Misc",4.5,39,1900,29.5,29.5,"False",0,0,0,0,0,1,1,0,"",NA,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3.38439026334577
1809,685891,"CLINIQUE","Makeup",4,453,16600,22.5,22.5,"False",0,0,0,0,0,1,1,1,"in mL",1.5,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,3.11351530921037
1810,1717016,"CLINIQUE","Skincare",4.5,159,7800,28,28,"False",0,0,0,0,0,1,1,0,"",NA,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,3.3322045101752
1811,1677137,"CLINIQUE","Misc",4,73,4600,22,22,"False",0,0,0,0,0,1,1,1,"in mL",125,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,3.09104245335832
1812,1774827,"CLINIQUE","Skincare",4.5,31,2100,55,55,"False",0,0,0,0,0,1,1,1,"in mL",60,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,4.00733318523247
1813,882506,"CLINIQUE","Misc",4.5,66,2700,29.5,29.5,"False",0,0,0,0,0,1,1,1,"in mL",100,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3.38439026334577
1814,1123116,"CLINIQUE","Makeup",4,14,2600,9.5,9.5,"True",0,1,0,0,0,0,1,0,"",NA,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2.2512917986065
1815,1674787,"CLINIQUE","Face",4,263,28600,19.5,19.5,"False",0,0,0,0,0,0,1,1,"in grams",3.8,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,2.9704144655697
1816,847517,"CLINIQUE","Misc",4.5,241,7300,30,30,"False",0,0,0,0,0,1,1,0,"",NA,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,3.40119738166216
1817,883306,"CLINIQUE","Face",4.5,248,11900,31,31,"False",0,0,0,0,0,1,1,1,"in grams",4,1,1,0,0,1,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,3.43398720448515
1818,1682418,"CLINIQUE","Misc",4,59,11900,8,8,"True",1,0,1,0,0,1,1,0,"",NA,1,1,1,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,2.07944154167984
1819,2023471,"CLINIQUE","Face",4.5,109,21800,19.5,19.5,"False",0,0,0,0,0,1,1,1,"in mL",4.3,1,1,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,2.9704144655697
1820,1663822,"CLINIQUE","Skincare",4,109,3400,22,22,"False",0,0,0,0,0,0,1,0,"",NA,1,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,3.09104245335832
1821,2351617,"CLINIQUE","Face",0,0,2700,19.5,19.5,"False",0,0,0,0,0,0,1,1,"in grams",3.8,1,1,1,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,2.9704144655697
1822,2313757,"CLINIQUE","Face",0,0,650,29.5,29.5,"False",0,0,0,0,0,1,1,1,"in mL",40,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,3.38439026334577
1823,71571,"CLINIQUE","Face",4.5,260,8400,18.5,18.5,"False",0,0,0,0,0,1,1,0,"",NA,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2.91777073208428
1824,1775287,"CLINIQUE","Misc",4,277,15500,28.5,28.5,"False",0,0,0,0,0,1,1,1,"in oz, calc in mL",6.210435,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3.3499040872746
1825,1483296,"CLINIQUE","Face",4.5,576,30600,18.5,18.5,"False",0,0,0,0,0,1,1,1,"in grams",3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2.91777073208428
1826,1295724,"CLINIQUE","Skincare",4.5,219,4400,17,17,"False",0,0,0,0,0,1,1,0,"",NA,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2.83321334405622
1827,1151026,"CLINIQUE","Face",4.5,1000,12200,18.5,18.5,"True",0,1,0,0,0,1,1,1,"in mL",14,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2.91777073208428
1828,999565,"CLINIQUE","Face",4,470,6300,27,27,"False",0,0,0,0,0,1,1,1,"in mL",40,1,0,1,1,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,3.29583686600433
1829,1417294,"CLINIQUE","Skincare",4,57,3700,50,50,"False",0,0,0,0,0,1,1,1,"in mL",50,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,3.91202300542815
1830,2087765,"CLINIQUE","Scents",5,4,1400,53,53,"True",1,0,0,0,1,0,0,1,"in mL",50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.97029191355212
1831,1689157,"CLINIQUE","Skincare",4.5,134,5900,47,47,"False",0,0,0,0,0,1,1,1,"in mL",30,1,1,1,1,0,1,0,0,1,1,0,0,0,1,1,0,1,0,0,1,0,0,0,0,3.85014760171006
1832,1711654,"CLINIQUE","Misc",4,271,10500,19.5,19.5,"True",0,1,0,0,0,1,1,1,"in mL",11,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2.9704144655697
1833,1716844,"CLINIQUE","Skincare",3.5,36,2500,50.5,50.5,"False",0,0,0,0,0,1,1,1,"in mL",15,1,1,1,1,1,1,0,0,0,1,0,0,0,1,1,0,1,0,0,1,0,0,0,0,3.92197333628131
1834,1674720,"CLINIQUE","Makeup",4,227,16600,25,25,"False",0,0,0,0,0,1,1,1,"in grams",6,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,3.2188758248682
1835,2240323,"CLINIQUE","Skincare",4,3,1200,69,69,"False",0,0,0,0,0,1,1,1,"in mL",50,1,1,1,1,1,1,0,0,0,0,0,0,1,1,0,0,1,1,0,1,0,0,0,0,4.23410650459726
1836,1540053,"CLINIQUE","Makeup",4,133,15800,32,32,"False",0,0,0,0,0,1,1,1,"in grams",0.45,1,0,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,3.46573590279973
1837,1829472,"CLINIQUE","Skincare",3.5,578,19800,30.5,30.5,"True",0,1,0,0,0,1,1,0,"",NA,1,1,1,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,3.41772668361337
